
56257.44241896361,-0.4565582275390625,-0.2210540771484375,-0.907470703125
56257.44367096361,-0.4569091796875,-0.2230377197265625,-0.9009857177734375
56257.44492296361,-0.4550933837890625,-0.2273406982421875,-0.8979339599609375
56257.4461749636,-0.455230712890625,-0.2289581298828125,-0.89306640625
56257.4474069636,-0.4526824951171875,-0.233489990234375,-0.894134521484375
56257.44865896359,-0.4528045654296875,-0.23565673828125,-0.8930511474609375
56257.449910963594,-0.45318603515625,-0.236724853515625,-0.8905487060546875
56257.45116296359,-0.4520263671875,-0.2376708984375,-0.886199951171875
56257.452394963584,-0.4517669677734375,-0.236114501953125,-0.885772705078125
56257.453646963586,-0.4521331787109375,-0.237579345703125,-0.8761138916015625
56257.45489896358,-0.4530487060546875,-0.2402496337890625,-0.872802734375
56257.456150963575,-0.450042724609375,-0.234893798828125,-0.87188720703125
56257.45738296358,-0.4510955810546875,-0.2335968017578125,-0.8668670654296875
56257.45863496357,-0.45501708984375,-0.2314300537109375,-0.86859130859375
56257.45988696357,-0.4532012939453125,-0.2349395751953125,-0.870758056640625
56257.46113896356,-0.45758056640625,-0.2296142578125,-0.869598388671875
56257.46237096356,-0.459869384765625,-0.2300567626953125,-0.8713836669921875
56257.46362296356,-0.463409423828125,-0.2255401611328125,-0.8739471435546875
56257.46487496355,-0.464752197265625,-0.2208709716796875,-0.8730621337890625
56257.466126963554,-0.46868896484375,-0.2197113037109375,-0.8769073486328125
56257.46735896355,-0.4686737060546875,-0.218597412109375,-0.8781890869140625
56257.468610963544,-0.472198486328125,-0.21435546875,-0.88067626953125
56257.469862963546,-0.4727630615234375,-0.2129364013671875,-0.8826446533203125
56257.47111496354,-0.4708709716796875,-0.2144622802734375,-0.8818511962890625
56257.472346963536,-0.4738006591796875,-0.2097625732421875,-0.8836517333984375
56257.47359896353,-0.47528076171875,-0.205169677734375,-0.8848114013671875
56257.47485096353,-0.4719696044921875,-0.2095794677734375,-0.8863372802734375
56257.47610296353,-0.472412109375,-0.2072906494140625,-0.8845977783203125
56257.47733496352,-0.47113037109375,-0.20855712890625,-0.88250732421875
56257.47858696352,-0.4697113037109375,-0.2079315185546875,-0.882537841796875
56257.47983896352,-0.465606689453125,-0.2095184326171875,-0.881072998046875
56257.48109096351,-0.4605560302734375,-0.2125701904296875,-0.8821563720703125
56257.48232296351,-0.4559173583984375,-0.211578369140625,-0.8809051513671875
56257.48357496351,-0.4567413330078125,-0.2147979736328125,-0.8741302490234375
56257.484826963504,-0.4524688720703125,-0.2204742431640625,-0.87860107421875
56257.4860789635,-0.4500274658203125,-0.2189788818359375,-0.8705902099609375
56257.4873109635,-0.447174072265625,-0.225677490234375,-0.866943359375
56257.488562963495,-0.4480133056640625,-0.2266387939453125,-0.8659820556640625
56257.48981496349,-0.4473724365234375,-0.22906494140625,-0.8656005859375
56257.49106696349,-0.444793701171875,-0.232452392578125,-0.864288330078125
56257.49229896349,-0.4443206787109375,-0.2346649169921875,-0.86212158203125
56257.49355096348,-0.4402313232421875,-0.22796630859375,-0.85601806640625
56257.494802963476,-0.445098876953125,-0.230804443359375,-0.8541259765625
56257.49605496348,-0.4432373046875,-0.2283477783203125,-0.85357666015625
56257.49728696347,-0.4467926025390625,-0.228607177734375,-0.855010986328125
56257.49853896347,-0.451812744140625,-0.2261505126953125,-0.8530426025390625
56257.49979096347,-0.4542083740234375,-0.228485107421875,-0.855865478515625
56257.501042963464,-0.456298828125,-0.2225494384765625,-0.8566131591796875
56257.50227596346,-0.4550018310546875,-0.221435546875,-0.8551177978515625
56257.503527963454,-0.4569854736328125,-0.2185516357421875,-0.858673095703125
56257.504779963456,-0.4590911865234375,-0.2145233154296875,-0.8572540283203125
56257.50603196345,-0.45941162109375,-0.21356201171875,-0.8628082275390625
56257.507263963445,-0.4613494873046875,-0.2074432373046875,-0.8626708984375
56257.50851596345,-0.46038818359375,-0.2075958251953125,-0.86309814453125
56257.50976796344,-0.4627532958984375,-0.204437255859375,-0.86322021484375
56257.51101996344,-0.460418701171875,-0.1977996826171875,-0.860015869140625
56257.51225196344,-0.46258544921875,-0.191925048828125,-0.8644561767578125
56257.51350396343,-0.45941162109375,-0.1914825439453125,-0.8604583740234375
56257.51475596343,-0.462158203125,-0.18731689453125,-0.864166259765625
56257.51600796342,-0.4607086181640625,-0.18572998046875,-0.8621978759765625
56257.517239963425,-0.463714599609375,-0.1845855712890625,-0.8657684326171875
56257.51849196342,-0.4652252197265625,-0.18206787109375,-0.8676910400390625
56257.519743963414,-0.4613037109375,-0.183258056640625,-0.8731231689453125
56257.520995963416,-0.4619903564453125,-0.1797637939453125,-0.870574951171875
56257.52222796341,-0.463409423828125,-0.181610107421875,-0.871246337890625
56257.523479963405,-0.4656219482421875,-0.183685302734375,-0.8660125732421875
56257.52473196341,-0.4615631103515625,-0.1856231689453125,-0.8623504638671875
56257.5259839634,-0.4616241455078125,-0.1839447021484375,-0.854583740234375
56257.5272159634,-0.460601806640625,-0.18804931640625,-0.852142333984375
56257.52846796339,-0.4571990966796875,-0.193389892578125,-0.848236083984375
